                       	strtok	oldstrtok
Length  392/28, alignment  0/ 9, found:	1345.22	1966.95
Length  392/28, alignment  0/ 9, fail:	1344.41	1971.03
Length  392/28, alignment  0/15, found:	1344.39	1967.78
Length  392/28, alignment  0/15, fail:	1343.59	1967.77
Length  392/28, alignment  3/ 0, found:	1344.41	1968.59
Length  392/28, alignment  3/ 0, fail:	1346.84	1968.59
Length  392/28, alignment  3/ 3, found:	1337.08	1969.41
Length  392/28, alignment  3/ 3, fail:	1337.89	1966.97
Length  392/28, alignment  3/ 9, found:	1337.08	1969.39
Length  392/28, alignment  3/ 9, fail:	1336.27	1967.78
Length  392/28, alignment  3/15, found:	1337.08	1967.78
Length  392/28, alignment  3/15, fail:	1346.84	1968.59
Length  392/28, alignment  9/ 0, found:	1345.22	1968.58
Length  392/28, alignment  9/ 0, fail:	1346.84	1969.41
Length  392/28, alignment  9/ 3, found:	1345.22	1968.59
Length  392/28, alignment  9/ 3, fail:	1343.58	2107.75
Length  392/28, alignment  9/ 9, found:	1346.84	1969.39
Length  392/28, alignment  9/ 9, fail:	1346.84	1966.14
Length  392/28, alignment  9/15, found:	1344.39	1966.14
Length  392/28, alignment  9/15, fail:	1346.03	1963.7
Length  392/28, alignment 15/ 0, found:	1337.08	2159.84
Length  392/28, alignment 15/ 0, fail:	1352.53	1966.16
Length  392/28, alignment 15/ 3, found:	1345.22	1966.97
Length  392/28, alignment 15/ 3, fail:	1336.27	1969.41
Length  392/28, alignment 15/ 9, found:	1336.27	1968.58
Length  392/28, alignment 15/ 9, fail:	1337.08	1967.77
Length  392/28, alignment 15/15, found:	1336.27	1966.97
Length  392/28, alignment 15/15, fail:	1346.84	1967.77
Length  420/28, alignment  0/ 0, found:	1409.5	2033.69
Length  420/28, alignment  0/ 0, fail:	1408.69	2032.88
Length  420/28, alignment  0/ 3, found:	1409.5	2031.25
Length  420/28, alignment  0/ 3, fail:	1411.12	2032.06
Length  420/28, alignment  0/ 9, found:	1410.31	2031.25
Length  420/28, alignment  0/ 9, fail:	1399.73	2032.06
Length  420/28, alignment  0/15, found:	1401.36	2033.7
Length  420/28, alignment  0/15, fail:	1408.69	2032.88
Length  420/28, alignment  3/ 0, found:	1409.5	2032.89
Length  420/28, alignment  3/ 0, fail:	1409.5	2034.52
Length  420/28, alignment  3/ 3, found:	1409.5	2034.5
Length  420/28, alignment  3/ 3, fail:	1411.12	2033.69
Length  420/28, alignment  3/ 9, found:	1402.19	2033.69
Length  420/28, alignment  3/ 9, fail:	1401.36	2032.88
Length  420/28, alignment  3/15, found:	1410.31	2033.69
Length  420/28, alignment  3/15, fail:	1408.69	2031.25
Length  420/28, alignment  9/ 0, found:	1407.88	2032.88
Length  420/28, alignment  9/ 0, fail:	1408.69	2028
Length  420/28, alignment  9/ 3, found:	1410.33	2027.98
Length  420/28, alignment  9/ 3, fail:	1402.19	2027.19
Length  420/28, alignment  9/ 9, found:	1401.36	2035.33
Length  420/28, alignment  9/ 9, fail:	1409.52	2028.8
Length  420/28, alignment  9/15, found:	1410.33	2026.36
Length  420/28, alignment  9/15, fail:	1409.5	2027.19
Length  420/28, alignment 15/ 0, found:	1649.58	2030.44
Length  420/28, alignment 15/ 0, fail:	1420.89	2028
Length  420/28, alignment 15/ 3, found:	1401.38	2027.17
Length  420/28, alignment 15/ 3, fail:	1402.17	2032.89
Length  420/28, alignment 15/ 9, found:	1409.5	2031.25
Length  420/28, alignment 15/ 9, fail:	1410.31	2031.25
Length  420/28, alignment 15/15, found:	1409.5	2032.06
Length  420/28, alignment 15/15, fail:	1408.69	2032.06
Length   58/29, alignment  0/ 0, found:	579.422	1199.55
Length   58/29, alignment  0/ 0, fail:	569.672	1209.31
Length   58/29, alignment  0/ 3, found:	570.469	1207.69
Length   58/29, alignment  0/ 3, fail:	570.469	1200.36
Length   58/29, alignment  0/ 9, found:	579.438	1201.17
Length   58/29, alignment  0/ 9, fail:	570.484	1207.67
Length   58/29, alignment  0/15, found:	569.656	1210.12
Length   58/29, alignment  0/15, fail:	578.609	1200.34
Length   58/29, alignment  3/ 0, found:	590	1217.45
Length   58/29, alignment  3/ 0, fail:	579.438	1217.45
Length   58/29, alignment  3/ 3, found:	580.25	1217.45
Length   58/29, alignment  3/ 3, fail:	588.375	1209.31
Length   58/29, alignment  3/ 9, found:	579.422	1216.64
Length   58/29, alignment  3/ 9, fail:	579.422	1218.25
Length   58/29, alignment  3/15, found:	579.422	1209.31
Length   58/29, alignment  3/15, fail:	588.375	1209.31
Length   58/29, alignment  9/ 0, found:	569.672	1208.5
Length   58/29, alignment  9/ 0, fail:	571.297	1209.31
Length   58/29, alignment  9/ 3, found:	571.281	1200.36
Length   58/29, alignment  9/ 3, fail:	578.625	1200.36
Length   58/29, alignment  9/ 9, found:	570.484	1209.31
Length   58/29, alignment  9/ 9, fail:	570.469	1304.53
Length   58/29, alignment  9/15, found:	572.109	1209.31
Length   58/29, alignment  9/15, fail:	570.469	1208.5
Length   58/29, alignment 15/ 0, found:	588.375	1210.12
Length   58/29, alignment 15/ 0, fail:	580.25	1215.81
Length   58/29, alignment 15/ 3, found:	578.609	1219.89
Length   58/29, alignment 15/ 3, fail:	579.422	1208.5
Length   58/29, alignment 15/ 9, found:	588.391	1209.31
Length   58/29, alignment 15/ 9, fail:	580.25	1217.44
Length   58/29, alignment 15/15, found:	579.422	1218.27
Length   58/29, alignment 15/15, fail:	588.375	1209.31
Length   87/29, alignment  0/ 0, found:	634.766	1273.61
Length   87/29, alignment  0/ 0, fail:	635.594	1273.59
Length   87/29, alignment  0/ 3, found:	641.281	1265.47
Length   87/29, alignment  0/ 3, fail:	633.953	1272.78
Length   87/29, alignment  0/ 9, found:	634.766	1274.41
Length   87/29, alignment  0/ 9, fail:	643.719	1263.83
Length   87/29, alignment  0/15, found:	633.953	1274.42
Length   87/29, alignment  0/15, fail:	634.766	1271.16
Length   87/29, alignment  3/ 0, found:	653.484	1275.23
Length   87/29, alignment  3/ 0, fail:	643.719	1282.56
Length   87/29, alignment  3/ 3, found:	643.719	1282.55
Length   87/29, alignment  3/ 3, fail:	651.859	1273.59
Length   87/29, alignment  3/ 9, found:	643.719	1282.55
Length   87/29, alignment  3/ 9, fail:	644.531	1281.73
Length   87/29, alignment  3/15, found:	651.859	1272.8
Length   87/29, alignment  3/15, fail:	642.906	1281.73
Length   87/29, alignment  9/ 0, found:	643.719	1464.03
Length   87/29, alignment  9/ 0, fail:	653.484	1268.72
Length   87/29, alignment  9/ 3, found:	644.531	1277.67
Length   87/29, alignment  9/ 3, fail:	643.719	1267.91
Length   87/29, alignment  9/ 9, found:	651.859	1276.05
Length   87/29, alignment  9/ 9, fail:	645.344	1277.67
Length   87/29, alignment  9/15, found:	652.672	1267.91
Length   87/29, alignment  9/15, fail:	644.531	1276.84
Length   87/29, alignment 15/ 0, found:	643.703	1276.86
Length   87/29, alignment 15/ 0, fail:	651.859	1267.91
Length   87/29, alignment 15/ 3, found:	642.906	1276.05
Length   87/29, alignment 15/ 3, fail:	642.906	1276.05
Length   87/29, alignment 15/ 9, found:	651.859	1267.89
Length   87/29, alignment 15/ 9, fail:	643.719	1276.86
Length   87/29, alignment 15/15, found:	642.906	1277.67
Length   87/29, alignment 15/15, fail:	651.844	1267.91
Length  116/29, alignment  0/ 0, found:	708.828	1340.33
Length  116/29, alignment  0/ 0, fail:	707.203	1346.03
Length  116/29, alignment  0/ 3, found:	716.141	1346.84
Length  116/29, alignment  0/ 3, fail:	708	1346.03
Length  116/29, alignment  0/ 9, found:	716.969	1337.08
Length  116/29, alignment  0/ 9, fail:	708.016	1346.03
Length  116/29, alignment  0/15, found:	708.016	1346.03
Length  116/29, alignment  0/15, fail:	717.781	1345.2
Length  116/29, alignment  3/ 0, found:	707.188	1344.41
Length  116/29, alignment  3/ 0, fail:	727.531	1332.2
Length  116/29, alignment  3/ 3, found:	707.203	1346.03
Length  116/29, alignment  3/ 3, fail:	707.203	1337.08
Length  116/29, alignment  3/ 9, found:	715.328	1346.03
Length  116/29, alignment  3/ 9, fail:	708	1346.03
Length  116/29, alignment  3/15, found:	716.156	1337.89
Length  116/29, alignment  3/15, fail:	707.188	1343.58
Length  116/29, alignment  9/ 0, found:	707.203	1338.7
Length  116/29, alignment  9/ 0, fail:	716.141	1346.02
Length  116/29, alignment  9/ 3, found:	708.016	1346.84
Length  116/29, alignment  9/ 3, fail:	716.953	1337.89
Length  116/29, alignment  9/ 9, found:	708	1357.42
Length  116/29, alignment  9/ 9, fail:	708	1337.08
Length  116/29, alignment  9/15, found:	707.188	1345.22
Length  116/29, alignment  9/15, fail:	708.016	1346.84
Length  116/29, alignment 15/ 0, found:	716.141	1336.27
Length  116/29, alignment 15/ 0, fail:	708.812	1346.84
Length  116/29, alignment 15/ 3, found:	716.156	1337.08
Length  116/29, alignment 15/ 3, fail:	708.016	1346.02
Length  116/29, alignment 15/ 9, found:	707.188	1345.22
Length  116/29, alignment 15/ 9, fail:	715.328	1344.39
Length  116/29, alignment 15/15, found:	708	1348.47
Length  116/29, alignment 15/15, fail:	716.141	1337.08
Length  145/29, alignment  0/ 0, found:	772.297	1411.14
Length  145/29, alignment  0/ 0, fail:	773.922	1403
Length  145/29, alignment  0/ 3, found:	772.297	1409.5
Length  145/29, alignment  0/ 3, fail:	772.297	1402.17
Length  145/29, alignment  0/ 9, found:	771.484	1410.33
Length  145/29, alignment  0/ 9, fail:	771.484	1410.31
Length  145/29, alignment  0/15, found:	782.875	1411.14
Length  145/29, alignment  0/15, fail:	773.938	1409.5
Length  145/29, alignment  3/ 0, found:	789.391	1419.27
Length  145/29, alignment  3/ 0, fail:	781.25	1596.69
Length  145/29, alignment  3/ 3, found:	782.875	1415.2
Length  145/29, alignment  3/ 3, fail:	782.875	1405.44
Length  145/29, alignment  3/ 9, found:	790.203	1412.77
Length  145/29, alignment  3/ 9, fail:	782.062	1415.2
Length  145/29, alignment  3/15, found:	791.016	1414.38
Length  145/29, alignment  3/15, fail:	781.25	1415.2
Length  145/29, alignment  9/ 0, found:	779.625	1407.06
Length  145/29, alignment  9/ 0, fail:	771.484	1406.25
Length  145/29, alignment  9/ 3, found:	780.438	1404.62
Length  145/29, alignment  9/ 3, fail:	772.297	1406.25
Length  145/29, alignment  9/ 9, found:	779.609	1404.62
Length  145/29, alignment  9/ 9, fail:	772.297	1405.44
Length  145/29, alignment  9/15, found:	783.688	1405.44
Length  145/29, alignment  9/15, fail:	771.484	1410.31
Length  145/29, alignment 15/ 0, found:	790.203	1412.77
Length  145/29, alignment 15/ 0, fail:	781.25	1420.08
Length  145/29, alignment 15/ 3, found:	789.391	1411.94
Length  145/29, alignment 15/ 3, fail:	780.438	1420.08
Length  145/29, alignment 15/ 9, found:	791.016	1411.95
Length  145/29, alignment 15/ 9, fail:	780.438	1419.27
Length  145/29, alignment 15/15, found:	788.578	1412.77
Length  145/29, alignment 15/15, fail:	780.438	1419.28
Length  174/29, alignment  0/ 0, found:	856.938	1475.42
Length  174/29, alignment  0/ 0, fail:	835.781	1475.42
Length  174/29, alignment  0/ 3, found:	844.719	1473.8
Length  174/29, alignment  0/ 3, fail:	836.594	1474.61
Length  174/29, alignment  0/ 9, found:	843.109	1473.8
Length  174/29, alignment  0/ 9, fail:	836.594	1466.47
Length  174/29, alignment  0/15, found:	835.781	1473.8
Length  174/29, alignment  0/15, fail:	843.109	1467.28
Length  174/29, alignment  3/ 0, found:	845.547	1483.56
Length  174/29, alignment  3/ 0, fail:	852.859	1476.23
Length  174/29, alignment  3/ 3, found:	844.734	1482.75
Length  174/29, alignment  3/ 3, fail:	854.5	1482.75
Length  174/29, alignment  3/ 9, found:	845.547	1483.55
Length  174/29, alignment  3/ 9, fail:	853.688	1483.56
Length  174/29, alignment  3/15, found:	844.719	1483.56
Length  174/29, alignment  3/15, fail:	844.734	1483.56
Length  174/29, alignment  9/ 0, found:	836.578	1466.47
Length  174/29, alignment  9/ 0, fail:	837.406	1474.61
Length  174/29, alignment  9/ 3, found:	844.719	1466.47
Length  174/29, alignment  9/ 3, fail:	836.594	1474.61
Length  174/29, alignment  9/ 9, found:	844.719	1474.61
Length  174/29, alignment  9/ 9, fail:	836.594	1475.42
Length  174/29, alignment  9/15, found:	844.734	1474.61
Length  174/29, alignment  9/15, fail:	834.969	1474.61
Length  174/29, alignment 15/ 0, found:	853.688	1482.75
Length  174/29, alignment 15/ 0, fail:	843.922	1474.61
Length  174/29, alignment 15/ 3, found:	846.359	1482.73
Length  174/29, alignment 15/ 3, fail:	852.062	1475.44
Length  174/29, alignment 15/ 9, found:	844.719	1485.19
Length  174/29, alignment 15/ 9, fail:	852.875	1475.42
Length  174/29, alignment 15/15, found:	846.344	1484.38
Length  174/29, alignment 15/15, fail:	852.859	1484.38
Length  203/29, alignment  0/ 0, found:	900.062	1529.94
Length  203/29, alignment  0/ 0, fail:	899.25	1538.91
Length  203/29, alignment  0/ 3, found:	908.203	1538.08
Length  203/29, alignment  0/ 3, fail:	900.062	1538.91
Length  203/29, alignment  0/ 9, found:	909.016	1538.89
Length  203/29, alignment  0/ 9, fail:	907.391	1529.12
Length  203/29, alignment  0/15, found:	900.062	1538.89
Length  203/29, alignment  0/15, fail:	909.016	1539.7
Length  203/29, alignment  3/ 0, found:	908.203	1549.47
Length  203/29, alignment  3/ 0, fail:	919.594	1549.47
Length  203/29, alignment  3/ 3, found:	917.156	1547.84
Length  203/29, alignment  3/ 3, fail:	909.828	1547.84
Length  203/29, alignment  3/ 9, found:	917.156	1547.84
Length  203/29, alignment  3/ 9, fail:	909.828	1539.7
Length  203/29, alignment  3/15, found:	909.016	1547.03
Length  203/29, alignment  3/15, fail:	916.344	1546.22
Length  203/29, alignment  9/ 0, found:	909.016	1548.66
Length  203/29, alignment  9/ 0, fail:	917.156	1547.05
Length  203/29, alignment  9/ 3, found:	916.344	1540.53
Length  203/29, alignment  9/ 3, fail:	909.828	1546.23
Length  203/29, alignment  9/ 9, found:	917.156	1542.97
Length  203/29, alignment  9/ 9, fail:	909.828	1533.2
Length  203/29, alignment  9/15, found:	909.031	1542.97
Length  203/29, alignment  9/15, fail:	917.156	1542.16
Length  203/29, alignment 15/ 0, found:	909.828	1543.78
Length  203/29, alignment 15/ 0, fail:	917.156	1542.97
Length  203/29, alignment 15/ 3, found:	917.969	1534.02
Length  203/29, alignment 15/ 3, fail:	910.656	1542.97
Length  203/29, alignment 15/ 9, found:	917.969	1542.14
Length  203/29, alignment 15/ 9, fail:	909.016	1539.7
Length  203/29, alignment 15/15, found:	909.016	1541.34
Length  203/29, alignment 15/15, fail:	917.156	1542.16
Length  232/29, alignment  0/ 0, found:	974.125	1605.62
Length  232/29, alignment  0/ 0, fail:	982.266	1606.44
Length  232/29, alignment  0/ 3, found:	983.891	1606.44
Length  232/29, alignment  0/ 3, fail:	974.109	1607.27
Length  232/29, alignment  0/ 9, found:	973.312	1606.44
Length  232/29, alignment  0/ 9, fail:	981.438	1611.33
Length  232/29, alignment  0/15, found:	974.125	1604
Length  232/29, alignment  0/15, fail:	974.125	1612.14
Length  232/29, alignment  3/ 0, found:	981.438	1612.14
Length  232/29, alignment  3/ 0, fail:	974.938	1604
Length  232/29, alignment  3/ 3, found:	974.938	1611.33
Length  232/29, alignment  3/ 3, fail:	981.453	1613.77
Length  232/29, alignment  3/ 9, found:	982.25	1612.14
Length  232/29, alignment  3/ 9, fail:	974.109	1612.95
Length  232/29, alignment  3/15, found:	973.312	1786.3
Length  232/29, alignment  3/15, fail:	984.703	1621.91
Length  232/29, alignment  9/ 0, found:	983.891	1604
Length  232/29, alignment  9/ 0, fail:	973.312	1612.14
Length  232/29, alignment  9/ 3, found:	981.438	1610.52
Length  232/29, alignment  9/ 3, fail:	981.453	1611.33
Length  232/29, alignment  9/ 9, found:	973.312	1611.33
Length  232/29, alignment  9/ 9, fail:	973.297	1611.33
Length  232/29, alignment  9/15, found:	982.266	1612.14
Length  232/29, alignment  9/15, fail:	973.312	1603.19
Length  232/29, alignment 15/ 0, found:	973.312	1611.33
Length  232/29, alignment 15/ 0, fail:	982.25	1612.14
Length  232/29, alignment 15/ 3, found:	974.938	1604
Length  232/29, alignment 15/ 3, fail:	973.312	1611.33
Length  232/29, alignment 15/ 9, found:	980.641	1610.52
Length  232/29, alignment 15/ 9, fail:	982.266	1604
Length  232/29, alignment 15/15, found:	973.312	1612.14
Length  232/29, alignment 15/15, fail:	982.25	1611.33
Length  261/29, alignment  0/ 0, found:	1044.11	1676.44
Length  261/29, alignment  0/ 0, fail:	1036.8	1676.44
Length  261/29, alignment  0/ 3, found:	1037.59	1675.61
Length  261/29, alignment  0/ 3, fail:	1047.38	1675.61
Length  261/29, alignment  0/ 9, found:	1045.73	1674.8
Length  261/29, alignment  0/ 9, fail:	1036.78	1668.28
Length  261/29, alignment  0/15, found:	1037.61	1675.62
Length  261/29, alignment  0/15, fail:	1044.11	1676.44
Length  261/29, alignment  3/ 0, found:	1054.69	1684.56
Length  261/29, alignment  3/ 0, fail:	1046.56	1677.25
Length  261/29, alignment  3/ 3, found:	1046.55	1684.56
Length  261/29, alignment  3/ 3, fail:	1055.5	1684.56
Length  261/29, alignment  3/ 9, found:	1055.5	1685.39
Length  261/29, alignment  3/ 9, fail:	1047.38	1678.06
Length  261/29, alignment  3/15, found:	1046.55	1686.2
Length  261/29, alignment  3/15, fail:	1053.88	1686.2
Length  261/29, alignment  9/ 0, found:	1044.92	1678.05
Length  261/29, alignment  9/ 0, fail:	1044.92	1675.61
Length  261/29, alignment  9/ 3, found:	1037.59	1674.81
Length  261/29, alignment  9/ 3, fail:	1037.59	1675.61
Length  261/29, alignment  9/ 9, found:	1047.36	1687.02
Length  261/29, alignment  9/ 9, fail:	1047.38	1675.62
Length  261/29, alignment  9/15, found:	1037.59	1676.44
Length  261/29, alignment  9/15, fail:	1037.61	1675.62
Length  261/29, alignment 15/ 0, found:	1054.69	1684.58
Length  261/29, alignment 15/ 0, fail:	1055.5	1687.02
Length  261/29, alignment 15/ 3, found:	1047.36	1678.06
Length  261/29, alignment 15/ 3, fail:	1047.36	1682.94
Length  261/29, alignment 15/ 9, found:	1056.31	1853.84
Length  261/29, alignment 15/ 9, fail:	1055.5	1686.2
Length  261/29, alignment 15/15, found:	1056.31	1685.39
Length  261/29, alignment 15/15, fail:	1047.36	1686.19
Length  290/29, alignment  0/ 0, found:	1101.89	1739.91
Length  290/29, alignment  0/ 0, fail:	1110.02	1740.72
Length  290/29, alignment  0/ 3, found:	1109.22	1740.72
Length  290/29, alignment  0/ 3, fail:	1110.02	1735.03
Length  290/29, alignment  0/ 9, found:	1101.89	1726.08
Length  290/29, alignment  0/ 9, fail:	1101.88	1735.03
Length  290/29, alignment  0/15, found:	1101.89	1735.02
Length  290/29, alignment  0/15, fail:	1111.66	1734.22
Length  290/29, alignment  3/ 0, found:	1118.17	1743.97
Length  290/29, alignment  3/ 0, fail:	1119.78	1743.98
Length  290/29, alignment  3/ 3, found:	1110.84	1744.78
Length  290/29, alignment  3/ 3, fail:	1110.84	1745.61
Length  290/29, alignment  3/ 9, found:	1118.16	1744.8
Length  290/29, alignment  3/ 9, fail:	1119.78	1744.8
Length  290/29, alignment  3/15, found:	1118.16	1743.97
Length  290/29, alignment  3/15, fail:	1118.98	1751.3
Length  290/29, alignment  9/ 0, found:	1101.89	1740.73
Length  290/29, alignment  9/ 0, fail:	1101.88	1739.91
Length  290/29, alignment  9/ 3, found:	1109.2	1739.91
Length  290/29, alignment  9/ 3, fail:	1109.2	1738.28
Length  290/29, alignment  9/ 9, found:	1114.91	1739.91
Length  290/29, alignment  9/ 9, fail:	1110.03	1739.91
Length  290/29, alignment  9/15, found:	1101.89	1732.58
Length  290/29, alignment  9/15, fail:	1101.89	1740.72
Length  290/29, alignment 15/ 0, found:	1111.66	1750.48
