                       	strstr	simple_strstr	stupid_strstr
Length   81/27, alignment  9/ 0, fail:	1398.12	1459.97	883.797
Length   81/27, alignment  9/ 3, found:	1081.55	1101.89	809.734
Length   81/27, alignment  9/ 3, fail:	1411.95	1437.17	896.812
Length   81/27, alignment  9/ 9, found:	1082.36	1077.47	824.391
Length   81/27, alignment  9/ 9, fail:	1416.02	1449.38	887.047
Length   81/27, alignment  9/15, found:	1087.23	1092.11	806.469
Length   81/27, alignment  9/15, fail:	1416.83	1439.61	886.234
Length   81/27, alignment 15/ 0, found:	1083.17	1102.7	825.188
Length   81/27, alignment 15/ 0, fail:	1403	1420.08	887.859
Length   81/27, alignment 15/ 3, found:	1092.94	1085.61	810.547
Length   81/27, alignment 15/ 3, fail:	1413.58	1429.86	880.531
Length   81/27, alignment 15/ 9, found:	1083.98	1107.59	814.609
Length   81/27, alignment 15/ 9, fail:	1373.69	1400.55	895.172
Length   81/27, alignment 15/15, found:	1096.19	1081.55	802.406
Length   81/27, alignment 15/15, fail:	1413.58	1420.91	871.578
Length  108/27, alignment  0/ 0, found:	1127.92	1140.12	1062.02
Length  108/27, alignment  0/ 0, fail:	1627.61	1665.86	1261.41
Length  108/27, alignment  0/ 3, found:	1119.8	1126.3	1053.88
Length  108/27, alignment  0/ 3, fail:	1625.16	1651.2	1238.61
Length  108/27, alignment  0/ 9, found:	1125.48	1141.77	1059.56
Length  108/27, alignment  0/ 9, fail:	1624.34	1691.89	1244.31
Length  108/27, alignment  0/15, found:	1115.72	1332.2	1049
Length  108/27, alignment  0/15, fail:	1622.72	1689.45	1232.09
Length  108/27, alignment  3/ 0, found:	1124.67	1128.73	1053.88
Length  108/27, alignment  3/ 0, fail:	1735.84	1810.72	1236.17
Length  108/27, alignment  3/ 3, found:	1114.91	1114.92	1047.36
Length  108/27, alignment  3/ 3, fail:	1774.91	1791.19	1231.28
Length  108/27, alignment  3/ 9, found:	1103.52	1113.28	1053.06
Length  108/27, alignment  3/ 9, fail:	1762.69	1796.88	1228.03
Length  108/27, alignment  3/15, found:	1114.09	1109.22	1046.55
Length  108/27, alignment  3/15, fail:	1773.28	1805.02	1221.52
Length  108/27, alignment  9/ 0, found:	1114.09	1132.81	1058.77
Length  108/27, alignment  9/ 0, fail:	1730.14	1809.91	1234.53
Length  108/27, alignment  9/ 3, found:	1116.53	1127.11	1062
Length  108/27, alignment  9/ 3, fail:	1730.14	1769.2	1228.03
Length  108/27, alignment  9/ 9, found:	1110.03	1128.75	1064.45
Length  108/27, alignment  9/ 9, fail:	1730.14	1777.34	1238.61
Length  108/27, alignment  9/15, found:	1110.84	1150.72	1059.56
Length  108/27, alignment  9/15, fail:	1726.89	1765.12	1233.72
Length  108/27, alignment 15/ 0, found:	1103.52	1183.27	1056.31
Length  108/27, alignment 15/ 0, fail:	1733.39	1815.59	1236.16
Length  108/27, alignment 15/ 3, found:	1110.84	1115.72	1051.44
Length  108/27, alignment 15/ 3, fail:	1773.28	1788.73	1227.22
Length  108/27, alignment 15/ 9, found:	1126.3	1143.39	1054.69
Length  108/27, alignment 15/ 9, fail:	1774.91	1756.17	1236.17
Length  108/27, alignment 15/15, found:	1127.94	1143.39	1037.61
Length  108/27, alignment 15/15, fail:	1776.52	1775.72	1219.89
Length  135/27, alignment  0/ 0, found:	1154.78	1169.42	1306.97
Length  135/27, alignment  0/ 0, fail:	1897.78	1949.05	1527.52
Length  135/27, alignment  0/ 3, found:	1149.89	1167.81	1300.45
Length  135/27, alignment  0/ 3, fail:	1890.47	1949.88	1530.77
Length  135/27, alignment  0/ 9, found:	1162.11	1155.59	1297.2
Length  135/27, alignment  0/ 9, fail:	1872.55	2125.64	1537.28
Length  135/27, alignment  0/15, found:	1153.97	1159.67	1301.28
Length  135/27, alignment  0/15, fail:	1905.94	1923.02	1529.12
Length  135/27, alignment  3/ 0, found:	1155.59	1171.88	1296.39
Length  135/27, alignment  3/ 0, fail:	2054.86	2083.33	1532.39
Length  135/27, alignment  3/ 3, found:	1153.16	1151.53	1296.39
Length  135/27, alignment  3/ 3, fail:	2016.59	2077.64	1517.73
Length  135/27, alignment  3/ 9, found:	1143.41	1161.3	1302.09
Length  135/27, alignment  3/ 9, fail:	2052.41	2069.5	1529.94
Length  135/27, alignment  3/15, found:	1127.94	1159.66	1288.25
Length  135/27, alignment  3/15, fail:	2049.97	2070.31	1525.06
Length  135/27, alignment  9/ 0, found:	1185.72	1171.05	1309.41
Length  135/27, alignment  9/ 0, fail:	2006.02	2071.12	1528.33
Length  135/27, alignment  9/ 3, found:	1153.16	1164.55	1302.89
Length  135/27, alignment  9/ 3, fail:	2006.02	2032.06	1529.12
Length  135/27, alignment  9/ 9, found:	1135.25	1164.56	1298.02
Length  135/27, alignment  9/ 9, fail:	2006.84	2039.39	1534.02
Length  135/27, alignment  9/15, found:	1135.25	1159.67	1302.08
Length  135/27, alignment  9/15, fail:	2006.84	2040.2	1523.44
Length  135/27, alignment 15/ 0, found:	1130.38	1180.02	1300.45
Length  135/27, alignment 15/ 0, fail:	2007.66	2074.39	1526.69
Length  135/27, alignment 15/ 3, found:	1162.92	1170.25	1284.17
Length  135/27, alignment 15/ 3, fail:	2023.92	2043.45	1520.17
Length  135/27, alignment 15/ 9, found:	1161.3	1162.11	1298.83
Length  135/27, alignment 15/ 9, fail:	2053.22	2051.59	1511.23
Length  135/27, alignment 15/15, found:	1184.89	1168.62	1278.48
Length  135/27, alignment 15/15, fail:	2049.97	2049.16	1503.91
Length  162/27, alignment  0/ 0, found:	1186.52	1200.36	1541.34
Length  162/27, alignment  0/ 0, fail:	2115.88	2191.58	2054.84
Length  162/27, alignment  0/ 3, found:	1185.7	1190.59	1543.78
Length  162/27, alignment  0/ 3, fail:	2110.19	2171.22	1871.75
Length  162/27, alignment  0/ 9, found:	1176.77	1185.7	1546.22
Length  162/27, alignment  0/ 9, fail:	2102.06	2183.42	1876.62
Length  162/27, alignment  0/15, found:	1176.75	1168.62	1534.83
Length  162/27, alignment  0/15, fail:	2100.42	2174.48	1854.66
Length  162/27, alignment  3/ 0, found:	1181.64	1206.88	1542.97
Length  162/27, alignment  3/ 0, fail:	2290.03	2310.38	1873.36
Length  162/27, alignment  3/ 3, found:	1188.14	1185.7	1536.45
Length  162/27, alignment  3/ 3, fail:	2296.55	2326.66	1867.69
Length  162/27, alignment  3/ 9, found:	1187.34	1188.97	1531.58
Length  162/27, alignment  3/ 9, fail:	2259.94	2309.56	1875
Length  162/27, alignment  3/15, found:	1177.58	1191.41	1534.02
Length  162/27, alignment  3/15, fail:	2264	2301.44	1847.33
Length  162/27, alignment  9/ 0, found:	1184.08	1203.61	1547.05
Length  162/27, alignment  9/ 0, fail:	2277.02	2324.22	1891.27
Length  162/27, alignment  9/ 3, found:	1193.03	1184.09	1539.72
Length  162/27, alignment  9/ 3, fail:	2266.44	2325.84	1871.75
Length  162/27, alignment  9/ 9, found:	1185.7	1191.41	1546.23
Length  162/27, alignment  9/ 9, fail:	2277.02	2332.36	1879.06
Length  162/27, alignment  9/15, found:	1181.64	1191.41	1543.8
Length  162/27, alignment  9/15, fail:	2274.58	2313.64	1861.17
Length  162/27, alignment 15/ 0, found:	1182.45	1201.17	1536.47
Length  162/27, alignment 15/ 0, fail:	2252.59	2303.88	1868.48
Length  162/27, alignment 15/ 3, found:	1188.16	1183.27	1521
Length  162/27, alignment 15/ 3, fail:	2252.59	2490.23	1855.47
Length  162/27, alignment 15/ 9, found:	1188.97	1196.28	1533.2
Length  162/27, alignment 15/ 9, fail:	2287.59	2291.66	1861.97
Length  162/27, alignment 15/15, found:	1157.22	1192.22	1517.73
Length  162/27, alignment 15/15, fail:	2258.3	2302.25	1851.39
Length  189/27, alignment  0/ 0, found:	1209.31	1224.77	1787.11
Length  189/27, alignment  0/ 0, fail:	2395.84	2459.31	2213.53
Length  189/27, alignment  0/ 3, found:	1210.12	1218.25	1779.78
Length  189/27, alignment  0/ 3, fail:	2396.64	2466.62	2208.66
Length  189/27, alignment  0/ 9, found:	1216.64	1222.34	1784.67
Length  189/27, alignment  0/ 9, fail:	2384.44	2447.11	2222.5
Length  189/27, alignment  0/15, found:	1217.45	1212.58	1781.41
Length  189/27, alignment  0/15, fail:	2394.2	2465.83	2209.47
Length  189/27, alignment  3/ 0, found:	1175.94	1232.09	1784.66
Length  189/27, alignment  3/ 0, fail:	2591.97	2639.98	2210.3
Length  189/27, alignment  3/ 3, found:	1197.92	1210.94	1777.34
Length  189/27, alignment  3/ 3, fail:	2591.97	2648.92	2202.16
Length  189/27, alignment  3/ 9, found:	1198.73	1212.56	1781.42
Length  189/27, alignment  3/ 9, fail:	2582.19	2659.5	2206.22
Length  189/27, alignment  3/15, found:	1207.67	1210.94	1771.66
Length  189/27, alignment  3/15, fail:	2582.2	2670.89	2204.59
Length  189/27, alignment  9/ 0, found:	1208.48	1228.84	1783.86
Length  189/27, alignment  9/ 0, fail:	2594.39	2655.44	2215.17
Length  189/27, alignment  9/ 3, found:	1211.75	1215.02	1777.34
Length  189/27, alignment  9/ 3, fail:	2802.73	2668.45	2220.05
Length  189/27, alignment  9/ 9, found:	1211.75	1214.2	1782.23
Length  189/27, alignment  9/ 9, fail:	2590.33	2662.77	2210.28
Length  189/27, alignment  9/15, found:	1213.38	1215.83	1775.72
Length  189/27, alignment  9/15, fail:	2593.58	2666.02	2207.84
Length  189/27, alignment 15/ 0, found:	1220.7	1228.03	1775.72
Length  189/27, alignment 15/ 0, fail:	2609.05	2639.16	2202.16
Length  189/27, alignment 15/ 3, found:	1219.08	1212.56	1757.81
Length  189/27, alignment 15/ 3, fail:	2578.94	2621.25	2193.19
Length  189/27, alignment 15/ 9, found:	1221.53	1216.62	1770.84
Length  189/27, alignment 15/ 9, fail:	2574.06	2635.91	2204.59
Length  189/27, alignment 15/15, found:	1183.27	1214.19	1758.62
Length  189/27, alignment 15/15, fail:	2583.81	2621.25	2184.25
Length  216/27, alignment  0/ 0, found:	1231.28	1254.88	2028
Length  216/27, alignment  0/ 0, fail:	2684.73	2752.27	2522.78
Length  216/27, alignment  0/ 3, found:	1236.98	1235.34	2021.48
Length  216/27, alignment  0/ 3, fail:	2675.78	2757.97	2505.69
Length  216/27, alignment  0/ 9, found:	1240.23	1243.5	2025.56
Length  216/27, alignment  0/ 9, fail:	2691.23	2742.52	2510.58
Length  216/27, alignment  0/15, found:	1232.91	1265.47	2019.86
Length  216/27, alignment  0/15, fail:	2696.12	2755.53	2512.2
Length  216/27, alignment  3/ 0, found:	1241.86	1243.48	2022.3
Length  216/27, alignment  3/ 0, fail:	2958.98	3013.52	2680.66
Length  216/27, alignment  3/ 3, found:	1230.47	1250.81	2014.98
Length  216/27, alignment  3/ 3, fail:	2941.89	2995.59	2498.38
Length  216/27, alignment  3/ 9, found:	1236.98	1240.23	2019.86
Length  216/27, alignment  3/ 9, fail:	2960.61	2993.16	2509.77
Length  216/27, alignment  3/15, found:	1232.09	1232.09	2006.02
Length  216/27, alignment  3/15, fail:	2940.27	3002.11	2500.81
Length  216/27, alignment  9/ 0, found:	1235.34	1255.69	2025.55
Length  216/27, alignment  9/ 0, fail:	2929.69	3002.92	2517.09
Length  216/27, alignment  9/ 3, found:	1233.73	1232.09	2019.05
Length  216/27, alignment  9/ 3, fail:	2921.56	2989.91	2504.88
Length  216/27, alignment  9/ 9, found:	1228.03	1239.42	2023.11
Length  216/27, alignment  9/ 9, fail:	2932.94	2985.83	2507.31
Length  216/27, alignment  9/15, found:	1236.17	1232.09	2019.86
Length  216/27, alignment  9/15, fail:	2927.25	2986.64	2504.06
Length  216/27, alignment 15/ 0, found:	1232.09	1254.88	2010.91
Length  216/27, alignment 15/ 0, fail:	2965.48	3007.81	2497.56
Length  216/27, alignment 15/ 3, found:	1241.05	1241.88	2003.58
Length  216/27, alignment 15/ 3, fail:	2924.81	2985.84	2502.44
Length  216/27, alignment 15/ 9, found:	1232.91	1234.55	2017.42
Length  216/27, alignment 15/ 9, fail:	2954.11	3015.95	2497.56
Length  216/27, alignment 15/15, found:	1237.8	1242.69	1993
Length  216/27, alignment 15/15, fail:	3317.88	3024.09	2482.91
Length  243/27, alignment  0/ 0, found:	1283.36	1285.8	2266.44
Length  243/27, alignment  0/ 0, fail:	2881.67	2948.41	2867.84
Length  243/27, alignment  0/ 3, found:	1262.2	1263.03	2256.67
Length  243/27, alignment  0/ 3, fail:	2855.62	2953.28	2854
Length  243/27, alignment  0/ 9, found:	1256.52	1264.66	2264
Length  243/27, alignment  0/ 9, fail:	2854.81	2952.47	2856.45
Length  243/27, alignment  0/15, found:	1254.06	1251.62	2257.48
Length  243/27, alignment  0/15, fail:	2877.61	2950.86	2849.94
Length  243/27, alignment  3/ 0, found:	1258.94	1278.48	2256.67
Length  243/27, alignment  3/ 0, fail:	3150.23	3199.06	2852.38
Length  243/27, alignment  3/ 3, found:	1254.08	1267.09	2250.97
Length  243/27, alignment  3/ 3, fail:	3144.53	3199.88	2845.06
Length  243/27, alignment  3/ 9, found:	1251.62	1268.72	2255.03
Length  243/27, alignment  3/ 9, fail:	3133.95	3218.58	2854
Length  243/27, alignment  3/15, found:	1252.44	1257.31	2250.16
Length  243/27, alignment  3/15, fail:	3135.59	3216.16	2844.23
Length  243/27, alignment  9/ 0, found:	1261.39	1276.05	2270.52
Length  243/27, alignment  9/ 0, fail:	3115.23	3190.11	2861.33
Length  243/27, alignment  9/ 3, found:	1267.09	1261.41	2263.17
Length  243/27, alignment  9/ 3, fail:	3303.22	3174.64	2855.64
Length  243/27, alignment  9/ 9, found:	1243.48	1270.34	2261.55
Length  243/27, alignment  9/ 9, fail:	3126.62	3170.58	2853.19
Length  243/27, alignment  9/15, found:	1267.91	1270.34	2255.86
Length  243/27, alignment  9/15, fail:	3133.95	3173.02	2837.72
Length  243/27, alignment 15/ 0, found:	1263.83	1280.92	2252.59
Length  243/27, alignment 15/ 0, fail:	3143.72	3197.42	2848.3
Length  243/27, alignment 15/ 3, found:	1264.64	1264.64	2250.98
Length  243/27, alignment 15/ 3, fail:	3104.66	3199.05	2839.36
Length  243/27, alignment 15/ 9, found:	1263.02	1251.62	2256.67
Length  243/27, alignment 15/ 9, fail:	3142.91	3218.59	2845.86
Length  243/27, alignment 15/15, found:	1254.89	1268.72	2233.88
Length  243/27, alignment 15/15, fail:	3144.53	3208.83	2823.08
Length  270/27, alignment  0/ 0, found:	1308.59	1313.47	2502.44
Length  270/27, alignment  0/ 0, fail:	3151.05	3254.39	3199.88
Length  270/27, alignment  0/ 3, found:	1275.22	1293.12	2497.55
Length  270/27, alignment  0/ 3, fail:	3172.19	3243	3181.97
Length  270/27, alignment  0/ 9, found:	1308.59	1292.33	2500
Length  270/27, alignment  0/ 9, fail:	3166.5	3243	3193.36
Length  270/27, alignment  0/15, found:	1289.88	1472.98	2498.38
Length  270/27, alignment  0/15, fail:	3171.38	3238.94	3181.16
Length  270/27, alignment  3/ 0, found:	1302.08	1323.25	2500
Length  270/27, alignment  3/ 0, fail:	3466.8	3531.91	3185.22
Length  270/27, alignment  3/ 3, found:	1287.44	1288.25	2502.45
Length  270/27, alignment  3/ 3, fail:	3460.28	3526.2	3184.41
Length  270/27, alignment  3/ 9, found:	1261.39	1285.81	2500
Length  270/27, alignment  3/ 9, fail:	3462.73	3527.83	3189.3
Length  270/27, alignment  3/15, found:	1286.62	1281.75	2500.81
Length  270/27, alignment  3/15, fail:	3458.66	3528.64	3177.89
Length  270/27, alignment  9/ 0, found:	1275.22	1307.78	2500
Length  270/27, alignment  9/ 0, fail:	3459.47	3547.36	3186.86
Length  270/27, alignment  9/ 3, found:	1283.36	1289.88	2494.3
Length  270/27, alignment  9/ 3, fail:	3468.42	3532.72	3187.67
Length  270/27, alignment  9/ 9, found:	1284.17	1288.25	2499.19
Length  270/27, alignment  9/ 9, fail:	3449.7	3553.88	3194.98
Length  270/27, alignment  9/15, found:	1285.81	1280.94	2486.98
Length  270/27, alignment  9/15, fail:	3465.16	3533.53	3186.05
Length  270/27, alignment 15/ 0, found:	1285	1304.52	2681.48
Length  270/27, alignment 15/ 0, fail:	3479	3535.16	3176.27
Length  270/27, alignment 15/ 3, found:	1285.81	1297.2	2491.05
Length  270/27, alignment 15/ 3, fail:	3461.92	3517.27	3168.94
Length  270/27, alignment 15/ 9, found:	1295.58	1298.02	2493.48
Length  270/27, alignment 15/ 9, fail:	3456.22	3544.11	3184.41
Length  270/27, alignment 15/15, found:	1293.95	1296.39	2472.33
Length  270/27, alignment 15/15, fail:	3457.84	3522.12	3156.73
Length  297/27, alignment  0/ 0, found:	1316.73	1324.88	2753.91
Length  297/27, alignment  0/ 0, fail:	3458.66	3575.03	3492.02
Length  297/27, alignment  0/ 3, found:	1315.09	1311.84	2737.62
Length  297/27, alignment  0/ 3, fail:	3433.42	3549.8	3486.33
Length  297/27, alignment  0/ 9, found:	1306.97	1311.84	2743.33
Length  297/27, alignment  0/ 9, fail:	3429.36	3550.61	3497.72
Length  297/27, alignment  0/15, found:	1289.06	1310.22	2736.81
Length  297/27, alignment  0/15, fail:	3437.5	3567.7	3486.33
Length  297/27, alignment  3/ 0, found:	1311.84	1352.55	2736.81
Length  297/27, alignment  3/ 0, fail:	3802.89	3888.34	3486.33
Length  297/27, alignment  3/ 3, found:	1333.02	1316.72	2909.34
Length  297/27, alignment  3/ 3, fail:	3806.97	3874.52	3482.27
Length  297/27, alignment  3/ 9, found:	1290.69	1318.36	2735.19
Length  297/27, alignment  3/ 9, fail:	3800.45	3870.44	3482.25
Length  297/27, alignment  3/15, found:	1318.36	1315.09	2731.12
Length  297/27, alignment  3/15, fail:	3789.06	3885.91	3478.19
Length  297/27, alignment  9/ 0, found:	1311.84	1319.98	2749.03
Length  297/27, alignment  9/ 0, fail:	3785	3897.3	3494.47
Length  297/27, alignment  9/ 3, found:	1307.78	1312.67	2734.38
Length  297/27, alignment  9/ 3, fail:	3782.56	3886.72	3476.56
Length  297/27, alignment  9/ 9, found:	1298.83	1315.92	2746.58
Length  297/27, alignment  9/ 9, fail:	3809.41	3892.42	3487.95
Length  297/27, alignment  9/15, found:	1312.66	1313.47	2736
Length  297/27, alignment  9/15, fail:	3798.83	3877.77	3479.02
Length  297/27, alignment 15/ 0, found:	1317.55	1333	2737.62
Length  297/27, alignment 15/ 0, fail:	3764.64	3858.23	3483.08
Length  297/27, alignment 15/ 3, found:	1288.25	1286.62	2733.56
Length  297/27, alignment 15/ 3, fail:	3790.69	4059.23	3477.38
Length  297/27, alignment 15/ 9, found:	1318.36	1321.62	2735.19
Length  297/27, alignment 15/ 9, fail:	3767.09	3865.55	3484.7
Length  297/27, alignment 15/15, found:	1305.34	1311.05	2719.72
Length  297/27, alignment 15/15, fail:	3784.19	3866.38	3455.41
Length  324/27, alignment  0/ 0, found:	1342.78	1359.05	2980.97
Length  324/27, alignment  0/ 0, fail:	3687.34	3814.3	3835.45
Length  324/27, alignment  0/ 3, found:	1331.38	1338.7	2992.36
Length  324/27, alignment  0/ 3, fail:	3686.53	3806.16	3826.5
Length  324/27, alignment  0/ 9, found:	1346.03	1349.28	2987.47
Length  324/27, alignment  0/ 9, fail:	3684.89	3806.97	3833.02
Length  324/27, alignment  0/15, found:	1331.39	1348.47	2974.45
Length  324/27, alignment  0/15, fail:	3694.66	3801.28	3828.12
Length  324/27, alignment  3/ 0, found:	1324.05	1353.34	2981.77
Length  324/27, alignment  3/ 0, fail:	4086.91	4187.83	3823.25
Length  324/27, alignment  3/ 3, found:	1304.53	1331.38	2975.25
Length  324/27, alignment  3/ 3, fail:	4063.31	4176.44	3994.14
Length  324/27, alignment  3/ 9, found:	1336.27	1333	2980.97
Length  324/27, alignment  3/ 9, fail:	4064.94	4184.58	3827.31
Length  324/27, alignment  3/15, found:	1330.58	1332.19	2971.19
Length  324/27, alignment  3/15, fail:	4089.36	4198.41	3824.05
Length  324/27, alignment  9/ 0, found:	1316.73	1354.98	2986.66
Length  324/27, alignment  9/ 0, fail:	4045.41	4179.69	3832.19
Length  324/27, alignment  9/ 3, found:	1341.14	1339.53	2972
Length  324/27, alignment  9/ 3, fail:	4044.59	4169.92	3828.94
Length  324/27, alignment  9/ 9, found:	1338.7	1337.89	2980.14
Length  324/27, alignment  9/ 9, fail:	4077.97	4142.25	3841.14
Length  324/27, alignment  9/15, found:	1319.98	1345.22	2972.02
Length  324/27, alignment  9/15, fail:	4041.34	4165.03	3830.56
Length  324/27, alignment 15/ 0, found:	1337.89	1359.86	2976.08
Length  324/27, alignment 15/ 0, fail:	4092.61	4174.81	3832.2
Length  324/27, alignment 15/ 3, found:	1338.7	1348.47	2967.11
Length  324/27, alignment 15/ 3, fail:	4094.23	4171.55	3990.08
Length  324/27, alignment 15/ 9, found:	1319.17	1361.48	2975.25
Length  324/27, alignment 15/ 9, fail:	4064.94	4169.92	3828.94
Length  324/27, alignment 15/15, found:	1341.97	1347.66	2951.67
Length  324/27, alignment 15/15, fail:	4083.66	4166.66	3802.08
Length  351/27, alignment  0/ 0, found:	1360.69	1382.66	3225.91
Length  351/27, alignment  0/ 0, fail:	3934.73	4038.91	4172.38
Length  351/27, alignment  0/ 3, found:	1363.92	1367.19	3219.39
Length  351/27, alignment  0/ 3, fail:	3938.8	4021.81	4165.84
Length  351/27, alignment  0/ 9, found:	1355.8	1370.44	3225.92
Length  351/27, alignment  0/ 9, fail:	3921.72	4033.2	4179.69
Length  351/27, alignment  0/15, found:	1359.86	1360.67	3223.47
Length  351/27, alignment  0/15, fail:	3930.67	4029.95	4165.03
Length  351/27, alignment  3/ 0, found:	1354.98	1376.14	3217.78
