                       	oldstrsep	strsep	simple_strsep
Length  196/28, alignment 15/ 3, found:	653.484	643.719	10699.1
Length  196/28, alignment 15/ 3, fail:	874.844	863.438	21289.9
Length  196/28, alignment 15/ 9, found:	654.297	644.531	10702.3
Length  196/28, alignment 15/ 9, fail:	877.281	864.266	21294.8
Length  196/28, alignment 15/15, found:	655.109	643.719	10695.8
Length  196/28, alignment 15/15, fail:	875.641	862.641	21444.5
Length  116/29, alignment  0/ 0, found:	560.703	547.688	6587.73
Length  116/29, alignment  0/ 0, fail:	695.812	682.766	13041.2
Length  116/29, alignment  0/ 3, found:	559.891	546.875	6584.47
Length  116/29, alignment  0/ 3, fail:	696.609	684.406	13037.1
Length  116/29, alignment  0/ 9, found:	559.078	546.062	6585.28
Length  116/29, alignment  0/ 9, fail:	697.422	684.406	13038.7
Length  116/29, alignment  0/15, found:	557.453	547.703	6568.19
Length  116/29, alignment  0/15, fail:	695.797	682.781	13020.8
Length  116/29, alignment  3/ 0, found:	568.031	555.016	6587.73
Length  116/29, alignment  3/ 0, fail:	697.438	683.594	13041.2
Length  116/29, alignment  3/ 3, found:	567.219	556.641	6585.28
Length  116/29, alignment  3/ 3, fail:	695	682.781	13037.9
Length  116/29, alignment  3/ 9, found:	568.031	555.812	6755.38
Length  116/29, alignment  3/ 9, fail:	697.422	684.406	13039.6
Length  116/29, alignment  3/15, found:	566.406	556.641	6568.2
Length  116/29, alignment  3/15, fail:	696.609	684.406	13020.8
Length  116/29, alignment  9/ 0, found:	558.266	546.875	6588.53
Length  116/29, alignment  9/ 0, fail:	696.609	683.594	13041.2
Length  116/29, alignment  9/ 3, found:	559.078	547.688	6585.3
Length  116/29, alignment  9/ 3, fail:	696.609	682.781	13037.9
Length  116/29, alignment  9/ 9, found:	558.266	546.875	6584.47
Length  116/29, alignment  9/ 9, fail:	696.609	682.781	13038.7
Length  116/29, alignment  9/15, found:	557.453	546.875	6568.2
Length  116/29, alignment  9/15, fail:	696.609	683.594	13022.5
Length  116/29, alignment 15/ 0, found:	567.219	555.828	6587.73
Length  116/29, alignment 15/ 0, fail:	695.797	683.594	13209.6
Length  116/29, alignment 15/ 3, found:	568.031	555.828	6586.09
Length  116/29, alignment 15/ 3, fail:	695.812	682.781	13037.1
Length  116/29, alignment 15/ 9, found:	568.031	555.016	6586.91
Length  116/29, alignment 15/ 9, fail:	695.812	683.594	13038.8
Length  116/29, alignment 15/15, found:	567.219	556.641	6569
Length  116/29, alignment 15/15, fail:	698.234	684.406	13020.8
Length  145/29, alignment  0/ 0, found:	595.703	583.5	8146.97
Length  145/29, alignment  0/ 0, fail:	760.906	747.891	16272
Length  145/29, alignment  0/ 3, found:	594.891	583.5	8143.72
Length  145/29, alignment  0/ 3, fail:	760.906	747.875	16267.1
Length  145/29, alignment  0/ 9, found:	596.516	583.5	8143.72
Length  145/29, alignment  0/ 9, fail:	762.531	747.875	16433.9
Length  145/29, alignment  0/15, found:	596.516	582.688	8128.25
Length  145/29, alignment  0/15, fail:	760.906	747.875	16250.8
Length  145/29, alignment  3/ 0, found:	595.703	583.5	8146.98
Length  145/29, alignment  3/ 0, fail:	769.047	756.016	16272
Length  145/29, alignment  3/ 3, found:	595.703	583.5	8143.72
Length  145/29, alignment  3/ 3, fail:	769.031	756.844	16267.9
Length  145/29, alignment  3/ 9, found:	594.891	583.484	8144.53
Length  145/29, alignment  3/ 9, fail:	769.859	756.844	16269.5
Length  145/29, alignment  3/15, found:	594.891	583.5	8125.81
Length  145/29, alignment  3/15, fail:	770.672	756.844	16251.6
Length  145/29, alignment  9/ 0, found:	594.891	583.484	8314.62
Length  145/29, alignment  9/ 0, fail:	762.531	747.891	16270.3
Length  145/29, alignment  9/ 3, found:	594.891	583.484	8143.72
Length  145/29, alignment  9/ 3, fail:	760.094	747.062	16266.3
Length  145/29, alignment  9/ 9, found:	593.266	583.5	8144.53
Length  145/29, alignment  9/ 9, fail:	760.906	747.875	16269.5
Length  145/29, alignment  9/15, found:	594.891	583.5	8127.44
Length  145/29, alignment  9/15, fail:	760.094	747.062	16252.4
Length  145/29, alignment 15/ 0, found:	595.703	581.875	8146.97
Length  145/29, alignment 15/ 0, fail:	769.844	756.828	16271.2
Length  145/29, alignment 15/ 3, found:	594.891	583.484	8143.72
Length  145/29, alignment 15/ 3, fail:	769.031	756.016	16435.5
Length  145/29, alignment 15/ 9, found:	595.703	583.5	8145.36
Length  145/29, alignment 15/ 9, fail:	769.047	757.641	16270.3
Length  145/29, alignment 15/15, found:	595.703	583.5	8127.44
Length  145/29, alignment 15/15, fail:	770.672	756.828	16250.8
Length  174/29, alignment  0/ 0, found:	624.188	611.172	9806.31
Length  174/29, alignment  0/ 0, fail:	826	811.359	19500.3
Length  174/29, alignment  0/ 3, found:	622.562	610.344	9803.88
Length  174/29, alignment  0/ 3, fail:	826.812	812.172	19497.1
Length  174/29, alignment  0/ 9, found:	623.375	610.359	9805.5
Length  174/29, alignment  0/ 9, fail:	823.578	810.547	19665.5
Length  174/29, alignment  0/15, found:	624.188	611.172	9797.38
Length  174/29, alignment  0/15, fail:	826	812.984	19480.8
Length  174/29, alignment  3/ 0, found:	631.516	621.734	9808.75
Length  174/29, alignment  3/ 0, fail:	832.531	820.312	19501.1
Length  174/29, alignment  3/ 3, found:	630.688	620.938	9802.25
Length  174/29, alignment  3/ 3, fail:	834.969	821.938	19497.1
Length  174/29, alignment  3/ 9, found:	631.5	620.109	9805.5
Length  174/29, alignment  3/ 9, fail:	834.141	821.938	19497.9
Length  174/29, alignment  3/15, found:	632.328	620.125	9963.39
Length  174/29, alignment  3/15, fail:	835.781	821.125	19487.3
Length  174/29, alignment  9/ 0, found:	630.703	619.312	9807.12
Length  174/29, alignment  9/ 0, fail:	825.203	812.172	19501.1
Length  174/29, alignment  9/ 3, found:	632.328	620.938	9803.88
Length  174/29, alignment  9/ 3, fail:	825.203	811.359	19497.9
Length  174/29, alignment  9/ 9, found:	631.516	620.938	9806.31
Length  174/29, alignment  9/ 9, fail:	824.391	812.172	19498.7
Length  174/29, alignment  9/15, found:	633.141	619.312	9795.73
Length  174/29, alignment  9/15, fail:	824.375	812.188	19648.4
Length  174/29, alignment 15/ 0, found:	633.141	620.938	9806.31
Length  174/29, alignment 15/ 0, fail:	834.156	820.312	19500.3
Length  174/29, alignment 15/ 3, found:	631.516	620.109	9805.5
Length  174/29, alignment 15/ 3, fail:	833.344	820.312	19497.1
Length  174/29, alignment 15/ 9, found:	632.312	620.938	9806.31
Length  174/29, alignment 15/ 9, fail:	834.141	821.125	19497.9
Length  174/29, alignment 15/15, found:	630.703	620.125	9796.55
Length  174/29, alignment 15/15, fail:	834.141	820.312	19480
Length  203/29, alignment  0/ 0, found:	660	647.781	11566.6
Length  203/29, alignment  0/ 0, fail:	891.922	876.469	22731.1
Length  203/29, alignment  0/ 3, found:	660	647.781	11373.7
Length  203/29, alignment  0/ 3, fail:	889.484	875.656	22727.9
Length  203/29, alignment  0/ 9, found:	659.984	648.594	11374.5
Length  203/29, alignment  0/ 9, fail:	888.672	876.469	22728.7
Length  203/29, alignment  0/15, found:	661.625	647.797	11356.6
Length  203/29, alignment  0/15, fail:	888.672	875.656	22710
Length  203/29, alignment  3/ 0, found:	668.125	657.547	11543.8
Length  203/29, alignment  3/ 0, fail:	899.25	885.422	22730.3
Length  203/29, alignment  3/ 3, found:	668.125	655.922	11372.1
Length  203/29, alignment  3/ 3, fail:	897.625	885.406	22727
Length  203/29, alignment  3/ 9, found:	667.312	655.922	11373.7
Length  203/29, alignment  3/ 9, fail:	897.609	884.609	22727.9
Length  203/29, alignment  3/15, found:	668.141	656.734	11356.6
Length  203/29, alignment  3/15, fail:	897.625	885.406	22709.1
Length  203/29, alignment  9/ 0, found:	659.172	648.609	11543.8
Length  203/29, alignment  9/ 0, fail:	898.438	885.422	22730.3
Length  203/29, alignment  9/ 3, found:	659.172	647.781	11373.7
Length  203/29, alignment  9/ 3, fail:	897.625	885.422	22727
Length  203/29, alignment  9/ 9, found:	659.188	647.781	11374.5
Length  203/29, alignment  9/ 9, fail:	899.25	885.422	22727.9
Length  203/29, alignment  9/15, found:	659.984	646.969	11356.6
Length  203/29, alignment  9/15, fail:	898.438	886.219	22710.8
Length  203/29, alignment 15/ 0, found:	668.125	656.734	11541.3
Length  203/29, alignment 15/ 0, fail:	898.438	886.234	22731.1
Length  203/29, alignment 15/ 3, found:	668.125	657.562	11373.7
Length  203/29, alignment 15/ 3, fail:	898.438	886.219	22727
Length  203/29, alignment 15/ 9, found:	668.938	656.75	11374.5
Length  203/29, alignment 15/ 9, fail:	898.438	884.609	22727
Length  203/29, alignment 15/15, found:	668.953	656.734	11356.6
Length  203/29, alignment 15/15, fail:	897.625	887.047	22710.8
Length  120/30, alignment  0/ 0, found:	572.906	559.078	7010.91
Length  120/30, alignment  0/ 0, fail:	879.719	699.047	13877
Length  120/30, alignment  0/ 3, found:	572.109	559.891	7008.47
Length  120/30, alignment  0/ 3, fail:	710.453	697.422	13873.7
Length  120/30, alignment  0/ 9, found:	572.922	560.703	7007.64
Length  120/30, alignment  0/ 9, fail:	710.453	696.625	13874.5
Length  120/30, alignment  0/15, found:	572.109	559.094	6989.75
Length  120/30, alignment  0/15, fail:	710.453	695.797	13866.4
Length  120/30, alignment  3/ 0, found:	572.094	560.719	7011.72
Length  120/30, alignment  3/ 0, fail:	709.641	697.438	13877.8
Length  120/30, alignment  3/ 3, found:	572.906	559.094	7006.84
Length  120/30, alignment  3/ 3, fail:	709.641	697.438	13872.9
Length  120/30, alignment  3/ 9, found:	572.094	559.906	7008.45
Length  120/30, alignment  3/ 9, fail:	709.641	697.422	14044.6
Length  120/30, alignment  3/15, found:	573.734	558.266	6990.56
Length  120/30, alignment  3/15, fail:	710.438	697.438	13866.4
Length  120/30, alignment  9/ 0, found:	572.109	558.281	7010.91
Length  120/30, alignment  9/ 0, fail:	709.641	698.25	13877
Length  120/30, alignment  9/ 3, found:	572.109	559.906	7008.47
Length  120/30, alignment  9/ 3, fail:	709.641	697.422	13876.1
Length  120/30, alignment  9/ 9, found:	571.281	559.891	7009.28
Length  120/30, alignment  9/ 9, fail:	709.641	697.422	13874.5
Length  120/30, alignment  9/15, found:	571.297	559.891	6990.56
Length  120/30, alignment  9/15, fail:	710.453	696.609	13866.4
Length  120/30, alignment 15/ 0, found:	570.484	560.719	7010.89
Length  120/30, alignment 15/ 0, fail:	710.453	696.625	14043.8
Length  120/30, alignment 15/ 3, found:	575.359	560.703	7007.66
Length  120/30, alignment 15/ 3, fail:	709.641	697.422	13874.5
Length  120/30, alignment 15/ 9, found:	572.109	561.531	7008.47
Length  120/30, alignment 15/ 9, fail:	708.828	697.438	13874.5
Length  120/30, alignment 15/15, found:	571.297	560.703	6988.94
Length  120/30, alignment 15/15, fail:	710.453	696.625	13866.4
Length  150/30, alignment  0/ 0, found:	599.766	588.391	8731.28
Length  150/30, alignment  0/ 0, fail:	773.938	761.719	17328.3
Length  150/30, alignment  0/ 3, found:	598.141	587.562	8728.03
Length  150/30, alignment  0/ 3, fail:	774.734	760.906	17324.2
Length  150/30, alignment  0/ 9, found:	598.969	588.375	8723.95
Length  150/30, alignment  0/ 9, fail:	773.922	761.719	17492.7
Length  150/30, alignment  0/15, found:	598.953	587.578	8716.64
Length  150/30, alignment  0/15, fail:	773.938	760.094	17308
Length  150/30, alignment  3/ 0, found:	607.906	595.703	8730.47
Length  150/30, alignment  3/ 0, fail:	782.062	769.859	17326.7
Length  150/30, alignment  3/ 3, found:	609.547	596.516	8725.59
Length  150/30, alignment  3/ 3, fail:	782.875	769.031	17324.2
Length  150/30, alignment  3/ 9, found:	607.922	595.703	8727.22
Length  150/30, alignment  3/ 9, fail:	783.688	769.859	17325
Length  150/30, alignment  3/15, found:	608.734	596.516	8717.45
Length  150/30, alignment  3/15, fail:	784.516	769.859	17475.6
Length  150/30, alignment  9/ 0, found:	610.344	596.516	8731.3
Length  150/30, alignment  9/ 0, fail:	774.75	761.719	17328.3
Length  150/30, alignment  9/ 3, found:	608.719	595.703	8727.22
Length  150/30, alignment  9/ 3, fail:	773.922	762.531	17323.4
Length  150/30, alignment  9/ 9, found:	608.734	596.516	8725.59
Length  150/30, alignment  9/ 9, fail:	773.109	760.906	17325.8
Length  150/30, alignment  9/15, found:	607.109	595.703	8717.45
Length  150/30, alignment  9/15, fail:	773.109	760.094	17307.9
Length  150/30, alignment 15/ 0, found:	607.922	596.516	8732.09
Length  150/30, alignment 15/ 0, fail:	782.875	770.672	17673.3
Length  150/30, alignment 15/ 3, found:	610.344	596.516	8728.84
Length  150/30, alignment 15/ 3, fail:	782.875	770.672	17324.2
Length  150/30, alignment 15/ 9, found:	608.719	596.516	8727.22
Length  150/30, alignment 15/ 9, fail:	784.516	770.672	17325
Length  150/30, alignment 15/15, found:	607.906	596.516	8710.94
Length  150/30, alignment 15/15, fail:	782.875	769.844	17307.9
Length  180/30, alignment  0/ 0, found:	636.391	625.812	10452.5
Length  180/30, alignment  0/ 0, fail:	847.984	834.953	20768.2
Length  180/30, alignment  0/ 3, found:	635.578	625	10449.2
Length  180/30, alignment  0/ 3, fail:	847.172	834.141	20934.2
Length  180/30, alignment  0/ 9, found:	638.031	624.172	10450
Length  180/30, alignment  0/ 9, fail:	847.984	834.141	20765.8
Length  180/30, alignment  0/15, found:	637.203	625	10431.3
Length  180/30, alignment  0/15, fail:	847.984	834.156	20747.1
Length  180/30, alignment  3/ 0, found:	646.156	633.938	10451.7
Length  180/30, alignment  3/ 0, fail:	847.984	834.953	20769
Length  180/30, alignment  3/ 3, found:	643.719	633.141	10450
Length  180/30, alignment  3/ 3, fail:	847.984	833.328	20934.2
Length  180/30, alignment  3/ 9, found:	646.156	633.953	10450
Length  180/30, alignment  3/ 9, fail:	847.156	834.969	20765.8
Length  180/30, alignment  3/15, found:	643.719	633.953	10431.3
Length  180/30, alignment  3/15, fail:	847.172	834.969	20747.9
Length  180/30, alignment  9/ 0, found:	636.406	625	10451.7
Length  180/30, alignment  9/ 0, fail:	847.156	834.969	20768.2
Length  180/30, alignment  9/ 3, found:	635.594	624.188	10448.4
Length  180/30, alignment  9/ 3, fail:	847.156	833.344	20765
Length  180/30, alignment  9/ 9, found:	636.406	624.188	10615.2
Length  180/30, alignment  9/ 9, fail:	848.797	834.953	20765.8
Length  180/30, alignment  9/15, found:	634.766	624.188	10432.9
Length  180/30, alignment  9/15, fail:	847.172	834.953	20747.9
Length  180/30, alignment 15/ 0, found:	645.344	633.938	10450.8
Length  180/30, alignment 15/ 0, fail:	846.359	834.953	20768.2
Length  180/30, alignment 15/ 3, found:	643.719	633.953	10448.4
Length  180/30, alignment 15/ 3, fail:	847.172	834.969	20766.6
Length  180/30, alignment 15/ 9, found:	644.531	633.938	10449.2
Length  180/30, alignment 15/ 9, fail:	847.984	833.328	20931.8
Length  180/30, alignment 15/15, found:	646.969	634.766	10432.1
Length  180/30, alignment 15/15, fail:	848.797	834.953	20748.7
Length  210/30, alignment  0/ 0, found:	673.016	661.625	12172
Length  210/30, alignment  0/ 0, fail:	912.266	898.438	24209.8
Length  210/30, alignment  0/ 3, found:	672.188	660.797	12168.8
Length  210/30, alignment  0/ 3, fail:	912.266	898.438	24206.5
Length  210/30, alignment  0/ 9, found:	673.016	660.797	12170.4
Length  210/30, alignment  0/ 9, fail:	911.453	897.625	24374.2
Length  210/30, alignment  0/15, found:	672.188	662.438	12152.5
Length  210/30, alignment  0/15, fail:	910.641	899.25	24189.5
Length  210/30, alignment  3/ 0, found:	681.953	668.953	12172
Length  210/30, alignment  3/ 0, fail:	921.219	905.75	24210.6
Length  210/30, alignment  3/ 3, found:	681.156	669.75	12169.6
Length  210/30, alignment  3/ 3, fail:	922.031	906.578	24207.4
Length  210/30, alignment  3/ 9, found:	681.141	669.766	12336.4
Length  210/30, alignment  3/ 9, fail:	923.672	908.203	24207.3
Length  210/30, alignment  3/15, found:	681.141	670.578	12152.5
Length  210/30, alignment  3/15, fail:	920.422	908.203	24188.6
Length  210/30, alignment  9/ 0, found:	672.203	660.812	12172.9
Length  210/30, alignment  9/ 0, fail:	911.469	899.25	24209
Length  210/30, alignment  9/ 3, found:	673.016	660.812	12170.4
Length  210/30, alignment  9/ 3, fail:	911.453	900.062	24206.5
Length  210/30, alignment  9/ 9, found:	672.203	660.797	12336.4
Length  210/30, alignment  9/ 9, fail:	913.906	898.438	24208.2
Length  210/30, alignment  9/15, found:	673.828	660.797	12152.5
Length  210/30, alignment  9/15, fail:	911.453	898.438	24189.5
Length  210/30, alignment 15/ 0, found:	681.969	670.578	12172
Length  210/30, alignment 15/ 0, fail:	922.031	908.203	24209.8
Length  210/30, alignment 15/ 3, found:	682.781	669.766	12169.6
Length  210/30, alignment 15/ 3, fail:	922.031	907.391	24372.6
Length  210/30, alignment 15/ 9, found:	682.781	670.578	12170.4
Length  210/30, alignment 15/ 9, fail:	920.406	907.391	24207.4
Length  210/30, alignment 15/15, found:	681.969	670.562	12151.7
Length  210/30, alignment 15/15, fail:	920.406	907.391	24188.6
Length  124/31, alignment  0/ 0, found:	575.359	563.969	7446.3
Length  124/31, alignment  0/ 0, fail:	723.469	711.266	14759.9
Length  124/31, alignment  0/ 3, found:	576.984	562.344	7443.86
Length  124/31, alignment  0/ 3, fail:	724.281	709.641	14755.9
Length  124/31, alignment  0/ 9, found:	576.172	564.781	7447.09
Length  124/31, alignment  0/ 9, fail:	722.656	710.453	14930
Length  124/31, alignment  0/15, found:	577.812	563.969	7428.39
Length  124/31, alignment  0/15, fail:	723.484	709.641	14738.8
Length  124/31, alignment  3/ 0, found:	584.312	572.906	7447.09
Length  124/31, alignment  3/ 0, fail:	722.656	710.453	14758.3
Length  124/31, alignment  3/ 3, found:	585.125	572.109	7444.66
Length  124/31, alignment  3/ 3, fail:	722.656	710.453	14756.7
Length  124/31, alignment  3/ 9, found:	584.297	573.734	7447.91
Length  124/31, alignment  3/ 9, fail:	723.469	710.438	14760.7
Length  124/31, alignment  3/15, found:	584.312	573.719	7428.39
Length  124/31, alignment  3/15, fail:	722.656	710.453	14738.8
Length  124/31, alignment  9/ 0, found:	576.172	563.156	7447.91
Length  124/31, alignment  9/ 0, fail:	891.938	710.453	14760.8
Length  124/31, alignment  9/ 3, found:	576.984	563.969	7444.67
Length  124/31, alignment  9/ 3, fail:	721.844	709.641	14756.7
Length  124/31, alignment  9/ 9, found:	576.172	563.969	7447.92
Length  124/31, alignment  9/ 9, fail:	723.469	708.828	14761.6
Length  124/31, alignment  9/15, found:	576.172	563.969	7427.58
Length  124/31, alignment  9/15, fail:	724.281	711.266	14740.4
Length  124/31, alignment 15/ 0, found:	585.125	573.719	7447.09
Length  124/31, alignment 15/ 0, fail:	723.469	710.453	14759.1
