                       	strcasestr	simple_strcasestr	stupid_strcasestr
Length  247/19, alignment  9/ 0, found:	2853.19	3686.52	9439.3
Length  247/19, alignment  9/ 0, fail:	3387.05	4296.88	9812
Length  247/19, alignment  9/ 3, found:	2853.19	3695.47	8872.88
Length  247/19, alignment  9/ 3, fail:	3374.84	4294.44	9860.03
Length  247/19, alignment  9/ 9, found:	2854	3689.78	8880.22
Length  247/19, alignment  9/ 9, fail:	3374.84	4296.06	9878.75
Length  247/19, alignment  9/15, found:	2854	3684.08	8863.94
Length  247/19, alignment  9/15, fail:	3375.64	4291.98	9836.42
Length  247/19, alignment 15/ 0, found:	3127.45	3684.89	8863.94
Length  247/19, alignment 15/ 0, fail:	3680.83	5046.39	9868.98
Length  247/19, alignment 15/ 3, found:	2856.44	3684.08	8859.86
Length  247/19, alignment 15/ 3, fail:	3677.58	4566.23	9784.34
Length  247/19, alignment 15/ 9, found:	2853.19	3682.45	8864.75
Length  247/19, alignment 15/ 9, fail:	3679.2	4567.05	9819.34
Length  247/19, alignment 15/15, found:	2854.81	3687.33	8835.44
Length  247/19, alignment 15/15, fail:	3680.02	4567.06	9787.59
Length  266/19, alignment  0/ 0, found:	3012.7	3868.81	9875.48
Length  266/19, alignment  0/ 0, fail:	3872.06	4785.97	10595.7
Length  266/19, alignment  0/ 3, found:	3556.33	3881.84	9584.16
Length  266/19, alignment  0/ 3, fail:	3880.2	4783.53	10599.8
Length  266/19, alignment  0/ 9, found:	3028.16	3868	9578.45
Length  266/19, alignment  0/ 9, fail:	3885.91	4781.09	10575.4
Length  266/19, alignment  0/15, found:	3028.16	3869.64	9560.55
Length  266/19, alignment  0/15, fail:	3881.02	4775.39	10673.8
Length  266/19, alignment  3/ 0, found:	3026.53	3841.16	9573.58
Length  266/19, alignment  3/ 0, fail:	3883.47	5030.92	10573.7
Length  266/19, alignment  3/ 3, found:	3031.42	4396.98	9567.88
Length  266/19, alignment  3/ 3, fail:	3877.77	4767.25	10583.5
Length  266/19, alignment  3/ 9, found:	3008.64	3842.78	9574.38
Length  266/19, alignment  3/ 9, fail:	3874.52	4763.98	10569.7
Length  266/19, alignment  3/15, found:	3013.52	3841.97	9558.91
Length  266/19, alignment  3/15, fail:	3876.95	4772.14	10594.1
Length  266/19, alignment  9/ 0, found:	3011.89	3843.59	9580.89
Length  266/19, alignment  9/ 0, fail:	3579.92	4490.55	10873.2
Length  266/19, alignment  9/ 3, found:	3014.33	3869.64	10044.8
Length  266/19, alignment  9/ 3, fail:	3567.72	4485.67	10589.2
Length  266/19, alignment  9/ 9, found:	3009.44	3846.84	9576.83
Length  266/19, alignment  9/ 9, fail:	3593.75	4496.27	10573.7
Length  266/19, alignment  9/15, found:	3011.88	3846.84	9559.73
Length  266/19, alignment  9/15, fail:	3591.3	4487.3	10665.7
Length  266/19, alignment 15/ 0, found:	3011.88	3842.77	9580.08
Length  266/19, alignment 15/ 0, fail:	3874.52	4761.55	10840.7
Length  266/19, alignment 15/ 3, found:	3035.48	3841.14	10370.3
Length  266/19, alignment 15/ 3, fail:	3885.09	4782.72	10579.4
Length  266/19, alignment 15/ 9, found:	3026.53	3846.84	9578.45
Length  266/19, alignment 15/ 9, fail:	3865.56	4759.92	10588.4
Length  266/19, alignment 15/15, found:	3011.06	3844.39	9545.09
Length  266/19, alignment 15/15, fail:	3870.44	4761.55	10563.1
Length  285/19, alignment  0/ 0, found:	3168.12	4003.91	10288.9
Length  285/19, alignment  0/ 0, fail:	4071.45	4971.52	11409.5
Length  285/19, alignment  0/ 3, found:	3394.36	4009.59	10708.8
Length  285/19, alignment  0/ 3, fail:	4080.41	4986.98	11400.6
Length  285/19, alignment  0/ 9, found:	3173.02	4003.08	10283.2
Length  285/19, alignment  0/ 9, fail:	4072.27	4982.09	11364.8
Length  285/19, alignment  0/15, found:	3169.77	4029.12	10275.9
Length  285/19, alignment  0/15, fail:	4080.39	4978.84	11388.3
Length  285/19, alignment  3/ 0, found:	3168.95	4026.69	10291.3
Length  285/19, alignment  3/ 0, fail:	4078.78	4967.44	11689.5
Length  285/19, alignment  3/ 3, found:	3173.83	4033.2	10673.8
Length  285/19, alignment  3/ 3, fail:	4082.03	4975.59	11395.7
Length  285/19, alignment  3/ 9, found:	3168.12	4002.28	10280.8
Length  285/19, alignment  3/ 9, fail:	4067.39	4969.89	11403
Length  285/19, alignment  3/15, found:	3171.39	4003.09	10270.2
Length  285/19, alignment  3/15, fail:	4066.58	4979.66	11370.5
Length  285/19, alignment  9/ 0, found:	3169.77	4026.69	10290.5
Length  285/19, alignment  9/ 0, fail:	3741.86	4685.86	11643.9
Length  285/19, alignment  9/ 3, found:	3175.45	4029.94	10738.9
Length  285/19, alignment  9/ 3, fail:	3745.92	4676.09	11399.8
Length  285/19, alignment  9/ 9, found:	3168.12	4003.09	10282.4
Length  285/19, alignment  9/ 9, fail:	3743.48	4669.59	11406.2
Length  285/19, alignment  9/15, found:	3173.83	3999.83	10262.9
Length  285/19, alignment  9/15, fail:	3756.5	4672.03	11368.8
Length  285/19, alignment 15/ 0, found:	3168.95	4002.27	10262
Length  285/19, alignment 15/ 0, fail:	4067.39	4965.02	11655.3
Length  285/19, alignment 15/ 3, found:	3177.89	4488.94	10277.5
Length  285/19, alignment 15/ 3, fail:	4077.97	4970.7	11398.1
Length  285/19, alignment 15/ 9, found:	3168.95	4003.09	10278.3
Length  285/19, alignment 15/ 9, fail:	4068.19	4980.47	11403
Length  285/19, alignment 15/15, found:	3168.94	4027.5	10248.2
Length  285/19, alignment 15/15, fail:	4077.97	4979.66	11338.7
Length   40/20, alignment  0/ 0, found:	1159.67	2039.39	1132.81
Length   40/20, alignment  0/ 0, fail:	1135.25	2014.97	1143.39
Length   40/20, alignment  0/ 3, found:	1155.61	2031.25	1124.67
Length   40/20, alignment  0/ 3, fail:	1133.62	2014.97	1137.7
Length   40/20, alignment  0/ 9, found:	1153.97	2032.89	1136.89
Length   40/20, alignment  0/ 9, fail:	1132.81	2017.42	1137.69
Length   40/20, alignment  0/15, found:	1427.41	2033.69	1128.73
Length   40/20, alignment  0/15, fail:	1139.31	2012.53	1135.25
Length   40/20, alignment  3/ 0, found:	1162.92	2063.8	1132.81
Length   40/20, alignment  3/ 0, fail:	1153.97	2032.88	1147.47
Length   40/20, alignment  3/ 3, found:	1155.59	2032.06	1116.53
Length   40/20, alignment  3/ 3, fail:	1153.97	2034.5	1102.7
Length   40/20, alignment  3/ 9, found:	1155.61	2032.06	1121.42
Length   40/20, alignment  3/ 9, fail:	1171.06	2035.31	1130.38
Length   40/20, alignment  3/15, found:	1155.61	2034.5	1112.47
Length   40/20, alignment  3/15, fail:	1152.34	2059.73	1123.86
Length   40/20, alignment  9/ 0, found:	1155.61	2029.62	1136.89
Length   40/20, alignment  9/ 0, fail:	1153.97	2036.14	1152.34
Length   40/20, alignment  9/ 3, found:	1155.59	2032.06	1123.86
Length   40/20, alignment  9/ 3, fail:	1151.53	2036.12	1140.14
Length   40/20, alignment  9/ 9, found:	1155.59	2029.62	1127.94
Length   40/20, alignment  9/ 9, fail:	1155.59	2033.69	1149.91
Length   40/20, alignment  9/15, found:	1157.23	2036.12	1117.34
Length   40/20, alignment  9/15, fail:	1153.97	2036.14	1128.75
Length   40/20, alignment 15/ 0, found:	1155.59	2058.92	1116.53
Length   40/20, alignment 15/ 0, fail:	1175.12	2064.62	1125.48
Length   40/20, alignment 15/ 3, found:	1157.22	2058.11	1114.91
Length   40/20, alignment 15/ 3, fail:	1158.86	2060.55	1091.31
Length   40/20, alignment 15/ 9, found:	1155.59	2029.62	1111.64
Length   40/20, alignment 15/ 9, fail:	1172.7	2052.41	1122.23
Length   40/20, alignment 15/15, found:	1153.16	2058.09	1096.19
Length   40/20, alignment 15/15, fail:	1171.06	2065.44	1090.5
Length   60/20, alignment  0/ 0, found:	1320.8	2227.38	1875
Length   60/20, alignment  0/ 0, fail:	1341.16	2223.31	1944.98
Length   60/20, alignment  0/ 3, found:	1337.08	2224.94	1866.06
Length   60/20, alignment  0/ 3, fail:	1604	2222.48	1936.84
Length   60/20, alignment  0/ 9, found:	1337.89	2617.19	1871.75
Length   60/20, alignment  0/ 9, fail:	1339.52	2222.5	1939.3
Length   60/20, alignment  0/15, found:	1339.52	2198.08	1862.8
Length   60/20, alignment  0/15, fail:	1336.25	2232.27	1937.66
Length   60/20, alignment  3/ 0, found:	1337.89	2198.09	1873.38
Length   60/20, alignment  3/ 0, fail:	1382.64	2285.16	1944.98
Length   60/20, alignment  3/ 3, found:	1338.7	2217.61	1861.16
Length   60/20, alignment  3/ 3, fail:	1383.45	2259.94	1939.28
Length   60/20, alignment  3/ 9, found:	1336.27	2225.75	1873.38
Length   60/20, alignment  3/ 9, fail:	1398.12	2251.78	1945
Length   60/20, alignment  3/15, found:	1323.23	2224.12	1853.84
Length   60/20, alignment  3/15, fail:	1373.69	2252.59	1920.58
Length   60/20, alignment  9/ 0, found:	1320.8	2225.75	1879.08
Length   60/20, alignment  9/ 0, fail:	1377.77	2273.75	1944.98
Length   60/20, alignment  9/ 3, found:	1321.61	2227.38	1862.8
Length   60/20, alignment  9/ 3, fail:	1376.14	2275.39	1944.98
Length   60/20, alignment  9/ 9, found:	1319.98	2220.88	1879.06
Length   60/20, alignment  9/ 9, fail:	1376.95	2263.17	1938.48
Length   60/20, alignment  9/15, found:	1320.8	2226.56	1858.72
Length   60/20, alignment  9/15, fail:	1376.95	2266.44	1933.59
Length   60/20, alignment 15/ 0, found:	1321.61	2197.27	1885.58
Length   60/20, alignment 15/ 0, fail:	1374.5	2256.67	1936.86
Length   60/20, alignment 15/ 3, found:	1323.25	2199.7	1880.69
Length   60/20, alignment 15/ 3, fail:	1373.7	2514.64	1928.7
Length   60/20, alignment 15/ 9, found:	1324.88	2661.95	1866.05
Length   60/20, alignment 15/ 9, fail:	1374.52	2258.3	1940.09
Length   60/20, alignment 15/15, found:	1322.42	2201.34	1840.02
Length   60/20, alignment 15/15, fail:	1372.06	2259.12	1920.58
Length   80/20, alignment  0/ 0, found:	1486.02	2364.91	2625.33
Length   80/20, alignment  0/ 0, fail:	1541.34	2438.16	2757.98
Length   80/20, alignment  0/ 3, found:	1488.44	2366.53	2618
Length   80/20, alignment  0/ 3, fail:	1542.16	2435.7	2741.7
Length   80/20, alignment  0/ 9, found:	1489.27	2364.92	2624.52
Length   80/20, alignment  0/ 9, fail:	1541.34	2438.97	2752.28
Length   80/20, alignment  0/15, found:	1488.44	2365.73	2606.61
Length   80/20, alignment  0/15, fail:	1540.53	2436.52	2747.41
Length   80/20, alignment  3/ 0, found:	1490.88	2392.58	2618.83
Length   80/20, alignment  3/ 0, fail:	1598.3	2508.95	2743.33
Length   80/20, alignment  3/ 3, found:	1488.45	2390.95	2609.88
Length   80/20, alignment  3/ 3, fail:	1597.48	2509.77	2743.33
Length   80/20, alignment  3/ 9, found:	1488.45	2394.2	2613.12
Length   80/20, alignment  3/ 9, fail:	1596.67	2508.14	2744.95
Length   80/20, alignment  3/15, found:	1489.25	2393.41	2605.8
Length   80/20, alignment  3/15, fail:	1598.31	2506.52	2757.97
Length   80/20, alignment  9/ 0, found:	1490.06	2391.77	2910.14
Length   80/20, alignment  9/ 0, fail:	1613.77	3019.2	2750.64
Length   80/20, alignment  9/ 3, found:	1490.88	2368.16	2615.56
Length   80/20, alignment  9/ 3, fail:	1595.88	2511.39	2745.77
Length   80/20, alignment  9/ 9, found:	1487.62	2364.91	2620.45
Length   80/20, alignment  9/ 9, fail:	1604.02	2492.67	2751.47
Length   80/20, alignment  9/15, found:	1489.27	2364.91	2603.34
Length   80/20, alignment  9/15, fail:	1602.38	2495.94	2742.52
Length   80/20, alignment 15/ 0, found:	1488.45	2363.28	2603.36
Length   80/20, alignment 15/ 0, fail:	1598.31	2488.61	2736.81
Length   80/20, alignment 15/ 3, found:	1488.44	2364.91	2598.47
Length   80/20, alignment 15/ 3, fail:	1597.5	2489.42	2718.91
Length   80/20, alignment 15/ 9, found:	1489.25	2364.92	2600.92
Length   80/20, alignment 15/ 9, fail:	1596.67	2490.23	2723.8
Length   80/20, alignment 15/15, found:	1489.25	2365.73	2581.39
Length   80/20, alignment 15/15, fail:	1598.31	2488.61	2716.48
Length  100/20, alignment  0/ 0, found:	1670.73	2531.73	3370.77
Length  100/20, alignment  0/ 0, fail:	1882.33	2792.16	3702.8
Length  100/20, alignment  0/ 3, found:	1654.47	2531.73	3372.39
Length  100/20, alignment  0/ 3, fail:	1888.02	2789.72	3693.03
Length  100/20, alignment  0/ 9, found:	1671.56	2530.92	3614.11
Length  100/20, alignment  0/ 9, fail:	2290.86	2812.5	3701.17
Length  100/20, alignment  0/15, found:	1655.28	2557.78	3367.52
Length  100/20, alignment  0/15, fail:	1883.95	2836.09	3677.56
Length  100/20, alignment  3/ 0, found:	1655.28	2556.97	3379.72
Length  100/20, alignment  3/ 0, fail:	1955.56	2863.77	3693.86
Length  100/20, alignment  3/ 3, found:	1654.47	2555.34	3364.27
Length  100/20, alignment  3/ 3, fail:	1953.94	2864.58	3625.48
Length  100/20, alignment  3/ 9, found:	1653.66	2530.92	3374.03
Length  100/20, alignment  3/ 9, fail:	1953.94	2854.81	3632
Length  100/20, alignment  3/15, found:	1656.08	2558.59	3359.38
Length  100/20, alignment  3/15, fail:	1954.77	2863.77	3672.69
Length  100/20, alignment  9/ 0, found:	1655.28	2555.33	3385.42
Length  100/20, alignment  9/ 0, fail:	1958.81	2865.39	3691.41
Length  100/20, alignment  9/ 3, found:	1654.47	2559.41	3358.56
Length  100/20, alignment  9/ 3, fail:	1955.56	2858.08	3691.41
Length  100/20, alignment  9/ 9, found:	1655.28	2558.59	3374.02
Length  100/20, alignment  9/ 9, fail:	1954.77	2864.58	3689.78
Length  100/20, alignment  9/15, found:	1927.08	2952.47	3364.25
Length  100/20, alignment  9/15, fail:	1962.08	2845.86	3656.42
Length  100/20, alignment 15/ 0, found:	1660.97	2529.3	3383.78
Length  100/20, alignment 15/ 0, fail:	1954.77	2851.56	3688.16
Length  100/20, alignment 15/ 3, found:	1662.59	2530.92	3364.27
Length  100/20, alignment 15/ 3, fail:	1966.14	2863.77	3662.11
Length  100/20, alignment 15/ 9, found:	1673.17	2558.59	3370.77
Length  100/20, alignment 15/ 9, fail:	1966.14	2864.58	3668.61
Length  100/20, alignment 15/15, found:	1672.36	2556.97	3342.28
Length  100/20, alignment 15/15, fail:	1950.67	2864.59	3667.8
Length  120/20, alignment  0/ 0, found:	1822.09	2725.42	4131.67
Length  120/20, alignment  0/ 0, fail:	2075.2	3018.39	4496.27
Length  120/20, alignment  0/ 3, found:	1822.92	2726.23	4124.34
Length  120/20, alignment  0/ 3, fail:	2075.19	3019.2	4461.27
Length  120/20, alignment  0/ 9, found:	1823.73	2728.69	4132.48
Length  120/20, alignment  0/ 9, fail:	2076.83	2995.59	4492.19
Length  120/20, alignment  0/15, found:	1822.92	2729.48	4774.59
Length  120/20, alignment  0/15, fail:	2106.12	3020.02	4481.61
Length  120/20, alignment  3/ 0, found:	1820.47	2725.42	4125.17
Length  120/20, alignment  3/ 0, fail:	2202.14	3115.23	4489.75
Length  120/20, alignment  3/ 3, found:	1822.92	2699.39	4115.41
Length  120/20, alignment  3/ 3, fail:	2199.72	3098.95	4475.09
Length  120/20, alignment  3/ 9, found:	1822.92	2697.75	4107.27
Length  120/20, alignment  3/ 9, fail:	2201.33	3099.78	4459.64
Length  120/20, alignment  3/15, found:	1822.11	2698.56	4103.19
Length  120/20, alignment  3/15, fail:	2198.08	3096.52	4471.03
Length  120/20, alignment  9/ 0, found:	1822.09	2703.45	4129.23
Length  120/20, alignment  9/ 0, fail:	2209.47	3138.02	4545.08
Length  120/20, alignment  9/ 3, found:	1822.92	2726.23	4117.83
Length  120/20, alignment  9/ 3, fail:	2206.22	3120.12	4484.86
Length  120/20, alignment  9/ 9, found:	1822.92	2725.42	4122.73
Length  120/20, alignment  9/ 9, fail:	2207.84	3093.27	4490.56
Length  120/20, alignment  9/15, found:	1822.09	3371.59	4106.45
Length  120/20, alignment  9/15, fail:	2211.91	3139.66	4473.47
Length  120/20, alignment 15/ 0, found:	1822.92	2727.05	4117.03
Length  120/20, alignment 15/ 0, fail:	2199.7	3116.86	4476.72
Length  120/20, alignment 15/ 3, found:	1823.73	2695.31	4093.42
Length  120/20, alignment 15/ 3, fail:	2199.7	3097.34	4444.98
Length  120/20, alignment 15/ 9, found:	1822.92	2698.56	4117.83
Length  120/20, alignment 15/ 9, fail:	2199.7	3105.47	4475.92
Length  120/20, alignment 15/15, found:	1822.92	2697.75	4079.58
Length  120/20, alignment 15/15, fail:	2200.53	3098.14	4437.66
Length  140/20, alignment  0/ 0, found:	1988.94	2863.77	4874.67
Length  140/20, alignment  0/ 0, fail:	2255.05	3195.8	5292.16
Length  140/20, alignment  0/ 3, found:	1988.92	2864.59	4864.91
Length  140/20, alignment  0/ 3, fail:	2250.98	3199.88	5283.2
Length  140/20, alignment  0/ 9, found:	1988.94	2890.62	4872.23
Length  140/20, alignment  0/ 9, fail:	2468.25	3220.22	5290.52
Length  140/20, alignment  0/15, found:	1988.94	2874.34	4854.33
Length  140/20, alignment  0/15, fail:	2250.97	3168.12	5270.19
Length  140/20, alignment  3/ 0, found:	1989.75	2865.41	4864.91
Length  140/20, alignment  3/ 0, fail:	2405.61	3342.28	5278.31
Length  140/20, alignment  3/ 3, found:	1988.94	2892.25	4862.47
Length  140/20, alignment  3/ 3, fail:	2404.8	3337.41	5275.08
Length  140/20, alignment  3/ 9, found:	1988.94	2891.44	4863.28
Length  140/20, alignment  3/ 9, fail:	2404.78	3338.22	5279.14
Length  140/20, alignment  3/15, found:	1988.94	2863.77	4844.56
Length  140/20, alignment  3/15, fail:	2403.16	3306.48	5264.48
Length  140/20, alignment  9/ 0, found:	1988.11	2866.2	4871.42
Length  140/20, alignment  9/ 0, fail:	2416.19	3345.55	5290.52
Length  140/20, alignment  9/ 3, found:	1995.45	2892.25	5534.67
Length  140/20, alignment  9/ 3, fail:	2420.25	3357.75	5283.2
Length  140/20, alignment  9/ 9, found:	2004.39	2873.53	4869.8
Length  140/20, alignment  9/ 9, fail:	2430.02	3313.8	5290.53
Length  140/20, alignment  9/15, found:	1989.73	2870.28	4851.89
Length  140/20, alignment  9/15, fail:	2412.11	3313	5273.44
Length  140/20, alignment 15/ 0, found:	2003.58	2871.09	4873.86
Length  140/20, alignment 15/ 0, fail:	2406.41	3311.36	5275.08
Length  140/20, alignment 15/ 3, found:	1993.81	2874.34	4856.77
Length  140/20, alignment 15/ 3, fail:	2426.77	3308.09	5279.95
Length  140/20, alignment 15/ 9, found:	1986.5	2891.44	4864.09
Length  140/20, alignment 15/ 9, fail:	2428.39	3336.59	5279.94
Length  140/20, alignment 15/15, found:	2004.41	2864.59	4827.47
Length  140/20, alignment 15/15, fail:	2428.39	3339.84	5266.12
Length  160/20, alignment  0/ 0, found:	2169.59	3679.2	5730.78
Length  160/20, alignment  0/ 0, fail:	2469.89	3398.44	6134.44
Length  160/20, alignment  0/ 3, found:	2156.56	3038.73	5614.42
Length  160/20, alignment  0/ 3, fail:	2444.66	3372.41	6089.69
Length  160/20, alignment  0/ 9, found:	2155.77	3030.59	5616.06
Length  160/20, alignment  0/ 9, fail:	2439.78	3368.33	6128.75
Length  160/20, alignment  0/15, found:	2154.12	3058.27	5590.83
Length  160/20, alignment  0/15, fail:	2442.22	3396	6100.27
Length  160/20, alignment  3/ 0, found:	2155.77	3059.89	5610.34
Length  160/20, alignment  3/ 0, fail:	2624.5	3546.55	6089.67
Length  160/20, alignment  3/ 3, found:	2153.33	3060.72	5606.28
Length  160/20, alignment  3/ 3, fail:	2631.03	3543.3	6112.47
Length  160/20, alignment  3/ 9, found:	2157.39	3064.78	6216.62
Length  160/20, alignment  3/ 9, fail:	2631.03	3736.17	6082.34
Length  160/20, alignment  3/15, found:	2157.39	3032.23	5593.27
Length  160/20, alignment  3/15, fail:	2611.5	3522.14	6083.98
Length  160/20, alignment  9/ 0, found:	2155.77	3034.66	5618.5
Length  160/20, alignment  9/ 0, fail:	2618.83	3540.86	6098.62
Length  160/20, alignment  9/ 3, found:	2156.58	3040.38	5613.59
Length  160/20, alignment  9/ 3, fail:	2618	3539.22	6082.36
Length  160/20, alignment  9/ 9, found:	2155.75	3032.22	5620.11
Length  160/20, alignment  9/ 9, fail:	2617.19	3525.39	6094.56
Length  160/20, alignment  9/15, found:	2157.39	3031.42	5597.33
Length  160/20, alignment  9/15, fail:	2615.56	3528.66	6088.86
Length  160/20, alignment 15/ 0, found:	2156.58	3031.41	5614.42
Length  160/20, alignment 15/ 0, fail:	2609.86	4109.7	6241.05
Length  160/20, alignment 15/ 3, found:	2179.36	3062.33	5595.7
Length  160/20, alignment 15/ 3, fail:	2610.69	3546.55	6068.52
Length  160/20, alignment 15/ 9, found:	2155.77	3055.83	5597.33
Length  160/20, alignment 15/ 9, fail:	2610.67	3548.19	6089.67
Length  160/20, alignment 15/15, found:	2154.14	3055.83	5568.03
Length  160/20, alignment 15/15, fail:	2609.86	3522.94	6062.02
Length  180/20, alignment  0/ 0, found:	2320.97	3225.91	6360.69
Length  180/20, alignment  0/ 0, fail:	2782.38	3726.39	7128.09
Length  180/20, alignment  0/ 3, found:	2323.41	3225.09	6347.66
Length  180/20, alignment  0/ 3, fail:	2787.27	3728.83	7027.98
Length  180/20, alignment  0/ 9, found:	2321.78	3201.5	6349.3
Length  180/20, alignment  0/ 9, fail:	2787.27	4343.27	7275.39
Length  180/20, alignment  0/15, found:	2341.31	3226.72	6341.95
Length  180/20, alignment  0/15, fail:	2785.64	3715.81	7014.16
Length  180/20, alignment  3/ 0, found:	2320.14	3226.72	6349.28
